epochs,test loss,train loss,test acc,train acc
1.0,2.7491393089294434,2.7451915740966797,0.26586102719033233,0.33189655172413796
2.0,2.721845865249634,2.713387966156006,0.6283987915407855,0.7491379310344828
3.0,2.684082508087158,2.6691205501556396,0.7190332326283988,0.8327586206896552
4.0,2.6333720684051514,2.6094818115234375,0.7794561933534743,0.9163793103448276
5.0,2.5706682205200195,2.535346031188965,0.8610271903323263,1.0
6.0,2.500704288482666,2.452089786529541,0.8821752265861027,1.0
7.0,2.429622173309326,2.3673033714294434,0.8882175226586103,1.0
8.0,2.362586498260498,2.2874770164489746,0.8912386706948641,1.0
9.0,2.3028087615966797,2.216545820236206,0.8972809667673716,1.0
10.0,2.2521183490753174,2.156778573989868,0.9033232628398792,1.0
11.0,2.2106430530548096,2.1082472801208496,0.9003021148036254,1.0
12.0,2.1770951747894287,2.0693206787109375,0.9003021148036254,1.0
13.0,2.1498873233795166,2.0381662845611572,0.8972809667673716,1.0
14.0,2.1276967525482178,2.0132713317871094,0.8972809667673716,1.0
15.0,2.109487771987915,1.9933457374572754,0.8972809667673716,1.0
16.0,2.094439744949341,1.9772930145263672,0.8972809667673716,1.0
17.0,2.0819010734558105,1.9642353057861328,0.8972809667673716,1.0
18.0,2.0713613033294678,1.953497052192688,0.8972809667673716,1.0
19.0,2.062422037124634,1.9445699453353882,0.8972809667673716,1.0
20.0,2.0547733306884766,1.9370719194412231,0.8972809667673716,1.0
21.0,2.0481746196746826,1.9307130575180054,0.8972809667673716,1.0
22.0,2.0424375534057617,1.9252734184265137,0.8972809667673716,1.0
23.0,2.037414073944092,1.9205825328826904,0.8972809667673716,1.0
24.0,2.032987356185913,1.9165085554122925,0.8972809667673716,1.0
25.0,2.0290629863739014,1.9129472970962524,0.8972809667673716,1.0
26.0,2.0255651473999023,1.9098161458969116,0.9003021148036254,1.0
27.0,2.0224318504333496,1.9070483446121216,0.9033232628398792,1.0
28.0,2.019613027572632,1.9045904874801636,0.9033232628398792,1.0
29.0,2.01706600189209,1.902397871017456,0.9033232628398792,1.0
30.0,2.0147557258605957,1.9004343748092651,0.9033232628398792,1.0
31.0,2.012652635574341,1.8986696004867554,0.9033232628398792,1.0
32.0,2.010732412338257,1.8970779180526733,0.9033232628398792,1.0
33.0,2.0089731216430664,1.8956378698349,0.9033232628398792,1.0
34.0,2.0073564052581787,1.8943310976028442,0.9033232628398792,1.0
35.0,2.0058672428131104,1.8931419849395752,0.9033232628398792,1.0
36.0,2.0044915676116943,1.8920565843582153,0.9033232628398792,1.0
37.0,2.0032174587249756,1.8910640478134155,0.9033232628398792,1.0
38.0,2.002034902572632,1.890153169631958,0.9033232628398792,1.0
39.0,2.000934362411499,1.8893160820007324,0.9033232628398792,1.0
40.0,1.9999083280563354,1.8885445594787598,0.9033232628398792,1.0
41.0,1.998949646949768,1.8878322839736938,0.9033232628398792,1.0
42.0,1.9980520009994507,1.8871726989746094,0.9063444108761329,1.0
43.0,1.9972100257873535,1.8865612745285034,0.9063444108761329,1.0
44.0,1.9964191913604736,1.885993242263794,0.9063444108761329,1.0
45.0,1.9956746101379395,1.8854645490646362,0.9063444108761329,1.0
46.0,1.9949722290039062,1.884971261024475,0.9063444108761329,1.0
47.0,1.9943093061447144,1.8845102787017822,0.9033232628398792,1.0
48.0,1.9936820268630981,1.8840794563293457,0.9033232628398792,1.0
49.0,1.993087887763977,1.883675456047058,0.9033232628398792,1.0
50.0,1.9925246238708496,1.8832961320877075,0.9033232628398792,1.0
51.0,1.991989254951477,1.8829398155212402,0.9033232628398792,1.0
52.0,1.9914803504943848,1.8826041221618652,0.9033232628398792,1.0
53.0,1.9909955263137817,1.8822879791259766,0.9033232628398792,1.0
54.0,1.990533471107483,1.88198983669281,0.9033232628398792,1.0
55.0,1.990092158317566,1.881707787513733,0.9033232628398792,1.0
56.0,1.989671230316162,1.8814411163330078,0.9063444108761329,1.0
57.0,1.9892679452896118,1.8811883926391602,0.9063444108761329,1.0
58.0,1.988882064819336,1.8809490203857422,0.9063444108761329,1.0
59.0,1.9885121583938599,1.8807216882705688,0.9063444108761329,1.0
60.0,1.9881573915481567,1.8805058002471924,0.9063444108761329,1.0
61.0,1.987816572189331,1.8803006410598755,0.9063444108761329,1.0
62.0,1.9874892234802246,1.8801050186157227,0.9063444108761329,1.0
63.0,1.9871742725372314,1.8799188137054443,0.9063444108761329,1.0
64.0,1.9868710041046143,1.8797415494918823,0.9063444108761329,1.0
65.0,1.9865790605545044,1.8795719146728516,0.9063444108761329,1.0
